CEM;Codice Edificio Regione Piemonte;V_PRO;Ente di competenza;Comune;Cod Comune;Stato esistenza edificio;Stato compilazione;Edificio principale;V_USO;Flag Statale;Frazione o Localita`;V_INDIRIZZO;Ente proprietario edificio;Ente proprietario edificio;GRADO;C_SO1;GRA_SO1;DENO SO1;COD_SEDEM_SO1;COD_SEDERP_SO1;C_SO2;GRA_SO2;DENO SO2;COD_SEDEM_SO2;COD_SEDERP_SO2;C_SO3;GRA_SO3;DENO SO3;COD_SEDEM_SO3;COD_SEDERP_SO3;C_SO4;GRA_SO4;DENO SO4;COD_SEDEM_SO4;COD_SEDERP_SO4;C_SO5;GRA_SO5;DENO SO5;COD_SEDEM_SO5;COD_SEDERP_SO5;C_SO6;GRA_SO6;DENO SO6;COD_SEDEM_SO6;COD_SEDERP_SO6
AL000129;0060030020;AL;Comune;Alessandria;006003;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Piazza Della Scuola, 1;04. Comune;Si;PRI-;2;PRI;CARLO ZANZI;ALEE00702D;0060032006;;;;;
AL000130;0060030022;AL;Comune;Alessandria;006003;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;san michele;Via Remotti, 60;04. Comune;Si;PRI-;2;PRI;ALESSANDRO MANZONI;ALEE82806N;0060032015;;;;;
AL000132;0060890002;AL;Comune;Lu;006089;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;LU;Viale Della Rimemmbranza, 1;04. Comune;Si;PRI-;2;PRI;DON FILIPPO RINALDI;ALEE82308L;0060892001;;;;;
AL000133;0060510002;AL;Comune;Castelletto Monferrato;006051;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;PIAZZA ASTORI, 1;04. Comune;Si;INF-;1;INF;DI CASTELLETTO MONFERRATO;ALAA036039;0060511001;;;;;
AL000134;0060010006;AL;Comune;Acqui Terme;006001;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIALE ACQUEDOTTO ROMANO, 34;04. Comune;Si;PRI-;2;PRI;G. FANCIULLI;ALEE837017;0060012005;;;;;
AL000135;0061360002;AL;Comune;Ponzone;006136;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;No;PONZONE - CAPOLUOGO;VIA S. ANNA, 12;05. Altro ente pubblico;Si;INF-;1;INF;MARINETTA NEGRI DI SANFRONT;AL1A027001;0061361001;;;;;
AL000137;0060010003;AL;Comune;Acqui Terme;006001;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via ALDO MORO, 1;04. Comune;Si;INF-;1;INF;VIA A. MORO;ALAA837012;0060011007;;;;;
AL000138;0060010018;AL;Comune;Acqui Terme;006001;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via MARENCO, 2;07. SocietÖ, fondazione o persone private ;Si;SEC 1-;3;SEC 1¯;G. BELLA;ALMM83601A;0060013001;;;;;
AL000139;0060360001;AL;Comune;Cartosio;006036;Utilizzato per uso scolastico;Attesa Validazione per Modifica;Unico;DIDATTICA;SI;capoluogo;VIALE GIOVANNI XXIII PAPA, 8;04. Comune;Si;INF-PRI-;1;INF;STRADA PUSA;ALAA810067;0060361002;2;PRI;L. DA VINCI;ALEE81005B;0060362002
AL000141;0061870001;AL;Comune;Visone;006187;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;Via PITTAVINO, 7;04. Comune;Si;PRI-;2;PRI;G. MONEVI;ALEE837028;0061872001;;;;;
AL000142;0060180003;AL;Comune;Borghetto Di Borbera;006018;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;Strada PROVINCIALE, ;04. Comune;Si;PRI-;2;PRI;DON PIO BRUNO;ALEE81304T;0060182001;;;;;
AL000145;0060850001;AL;Comune;Grondona;006085;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;Via Adua, 10;04. Comune;Si;PRI-;2;PRI;GALILEO GALILEI;ALEE81302Q;0060852001;;;;;
AL000146;0061730001;AL;Comune;Ticineto;006173;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIA LANZA, 4;04. Comune;Si;PRI-;2;PRI;G. LANZA;ALEE82201D;0061732001;;;;;
AL000147;0061780001;AL;Comune;Valmacca;006178;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;Via Dietro Castello, 9/A;04. Comune;Si;PRI-;2;PRI;SAN GIORGIO;ALEE82203G;0061782001;;;;;
AL000148;0060200001;AL;Comune;Borgo San Martino;006020;Utilizzato per uso scolastico;In Modifica;Sç;DIDATTICA;SI;capoluogo;Viale Don Bosco, 1 bis;04. Comune;Si;INF-PRI-;1;INF;C. COLLODI;ALAA822029;0060201002;2;PRI;DON BOSCO;ALEE82202E;0060202001
AL000149;0060390001;AL;Comune;Casale Monferrato;006039;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIA CAVOUR CAMILLO BENSO, 46;04. Comune;Si;PRI-SEC 1-;2;PRI;SAN PAOLO;ALEE824015;0060392005;3;SEC 1;LEARDI;ALMM824014;0060393002
AL000150;0060390012;AL;Comune;Casale Monferrato;006039;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Frazione Santa Maria del Tempio;Cantone Chiesa, 12;04. Comune;Si;PRI-;2;PRI;DI SANTA MARIA DEL TEMPIO;ALEE832014;0060392006;;;;;
AL000151;0060730001;AL;Comune;Frassineto Po;006073;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo;Via Roma, 6;04. Comune;Si;INF-;1;INF;G. RODARI;ALAA82204B;0060731001;;;;;
AL000152;0061850003;AL;Comune;Villanova Monferrato;006185;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Alessandria, 6;04. Comune;Si;INF-;1;INF;LUIGI STROPENI;ALAA824021;0061851002;;;;;
AL000153;0060390003;AL;Comune;Casale Monferrato;006039;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via CANDIDO POGGIO, 39,41;04. Comune;Si;INF-PRI-;1;INF;DI VIA ROSSELLI;ALAA83301P;0060391022;2;PRI;LEONARDO BISTOLFI;ALEE833043;0060392010
AL000155;0060390013;AL;Comune;Casale Monferrato;006039;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Frazione Santa Maria del tempio;Cantone Chiesa, 34/c;06. Enti religiosi;Si;INF-;1;INF;LORENZO DA BISTAGNO;ALAA83202X;0060391016;;;;;
AL000156;0060110001;AL;Comune;Balzola;006011;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via PIAVE, 11;04. Comune;Si;INF-;1;INF;REGINA MARGHERITA;ALAA824043;0060111001;;;;;
AL000157;0060390008;AL;Comune;Casale Monferrato;006039;Utilizzato per uso scolastico;Validato;Sç;DIDATTICA;SI;capoluogo;Via ITALO ROSSI, 3;04. Comune;Si;PRI-;2;PRI;XXV APRILE;ALEE833021;0060392017;;;;;
AL000158;0060390006;AL;Comune;Casale Monferrato;006039;Utilizzato per uso scolastico;Validato;No;DIDATTICA;SI;Fazione Casale Popolo;Cantone Chiesa, 104/A;04. Comune;Si;INF-;1;INF;WALT DISNEY;ALAA83304T;0060391025;;;;;
AL000159;0061090001;AL;Comune;Morano Sul Po;006109;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;Piazza PIEMONTE, 2;04. Comune;Si;PRI-;2;PRI;G. EMANUEL;ALEE824059;0061092001;;;;;
AL000160;0061330002;AL;Comune;Pontestura;006133;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;Via Vittorio Veneto, 4;04. Comune;Si;PRI-SEC 1-;2;PRI;C. PALAZZO;ALEE811068;0061332001;3;SEC 1;ING. PALAZZO;ALMM811034;0061333001
AL000161;0060430001;AL;Comune;Cassine;006043;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Piazza VITTORIO VENETO, 2;04. Comune;Si;PRI-SEC 1-;2;PRI;DANTE ALIGHIERI;ALEE809024;0060432001;3;SEC 1;G. VERDI;ALMM809023;0060433001
AL000163;0061440001;AL;Comune;Rivalta Bormida;006144;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via IV NOVEMBRE, 2;04. Comune;Si;PRI-SEC 1-;2;PRI;G. BARETTI;ALEE809013;0061442001;3;SEC 1;DI RIVALTA B.DA;ALMM809012;0061443001
AL000164;0061680001;AL;Comune;Strevi;006168;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;STREVI;Piazza PIAZZA MATTEOTTI, 8;04. Comune;Si;PRI-;2;PRI;V. ALFIERI;ALEE809035;0061682001;;;;;
AL000165;0060470003;AL;Comune;Castellazzo Bormida;006047;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;SPALTO MARTIRI DELLA LIBERTA`, 149;04. Comune;Si;INF-PRI-;1;INF;DI CASTELLAZZO BORMIDA;ALAA816011;0060471002;2;PRI;G. SCAVIA;ALEE816016;0060472001
AL000166;0061610001;AL;Comune;Sezzadio;006161;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;Via Romita, 1;04. Comune;Si;INF-PRI-;1;INF;SEZZADIO;ALAA816055;0061611002;2;PRI;SANTO STEFANO MARTIRE;ALEE816027;0061612001
AL000167;0060150002;AL;Comune;Bergamasco;006015;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Piazza della Repubblica, 1;04. Comune;Si;PRI-;2;PRI;DE AMICIS;ALEE816038;0060152001;;;;;
AL000168;0061400002;AL;Comune;Predosa;006140;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIALE MARCONI GUGLIELMO, 1;04. Comune;Si;PRI-SEC 1-;2;PRI;DE AMICIS;ALEE81605A;0061402001;3;SEC 1;A. MORO;ALMM816026;0061403001
AL000169;0060590002;AL;Comune;Cerrina;006059;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CERRINA ;Via DANTE ALIGHIERI, 28;04. Comune;Si;SEC 1-;3;SEC 1¯;FULVIO OPEZZO;ALMM811023;0060593001;;;;;
AL000170;0060770001;AL;Comune;Gabiano;006077;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;Via SAN PIETRO, 27/BIS;04. Comune;Si;INF-PRI-;1;INF;FRANCO ANGELO;ALAA81103X;0060771002;2;PRI;GIOVANNI REGGIO;ALEE811024;0060772001
AL000171;0060970001;AL;Comune;Mombello Monferrato;006097;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;Via ROMA, 57;04. Comune;Si;PRI-;2;PRI;DI MOMBELLO;ALEE811035;0060972001;;;;;
AL000173;0060680001;AL;Comune;Felizzano;006068;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Felizzano;PIAZZA ERCOLE PAOLO, 10;04. Comune;Si;SEC 1-;3;SEC 1¯;B. REALINO;ALMM81801R;0060683001;;;;;
AL000174;0060910002;AL;Comune;Masio;006091;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;MASIO;Piazza ITALIA, 1;04. Comune;Si;PRI-;2;PRI;G. POGGIO;ALEE81803X;0060912001;;;;;;;;;;
AL000175;0061220002;AL;Comune;Oviglio;006122;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;PIAZZA RE UMBERTO I, 2;04. Comune;Si;PRI-;2;PRI;E. GORRETA;ALEE818041;0061222001;;;;;;;;;;
AL000176;0061410001;AL;Comune;Quargnento;006141;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;Piazza I MAGGIO, 17;04. Comune;Si;INF-PRI-;1;INF;G. GAMBOA;ALAA81805R;0061411001;2;PRI;S. PELLICO;ALEE818052;0061412001;;;;;
AL000177;0061420001;AL;Comune;Quattordio;006142;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;Piazza Marconi, 1;04. Comune;Si;INF-PRI-;1;INF;GARAVELLI E ROVEDA;ALAA81806T;0061421001;2;PRI;G. MARCONI;ALEE818063;0061422001;;;;;
AL000178;0061630001;AL;Comune;Solero;006163;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;via Di Vittorio, 6;04. Comune;Si;PRI-SEC 1-;2;PRI;E. DE AMICIS;ALEE818074;0061632001;3;SEC 1;LUCIO FERRARIS;ALMM81802T;0061633001;;;;;
AL000179;0060220001;AL;Comune;Bosio;006022;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIA RE UMBERTO I, 50;04. Comune;Si;INF-PRI-;1;INF;SAN GIOVANNI BOSCO;ALAA80601A;0060221002;2;PRI;MAESTRO ELIGIO GHIO;ALEE80603N;0060222001;;;;;
AL000180;0060350002;AL;Comune;Carrosio;006035;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Capoluogo;Viale Rimembranza, s.n.;04. Comune;Si;PRI-;2;PRI;DOTTOR FELICE COSTA;ALEE80607T;0060352001;;;;;;;;;;
AL000182;0060700001;AL;Comune;Francavilla Bisio;006070;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Roma, 10;04. Comune;Si;PRI-;2;PRI;DI FRANCAVILLA;ALEE80608V;0060702001;;;;;;;;;;
AL000183;0060810002;AL;Comune;Gavi;006081;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Piazza Dante Alighieri, 1;04. Comune;Si;PRI-;2;PRI;GAETANO E LEOPOLDO ROMANO;ALEE80606R;0060812001;;;;;;;;;;
AL000184;0061520001;AL;Comune;San Cristoforo;006152;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;VIA IRMO FERRARI, 16C;04. Comune;Si;PRI-;2;PRI;MARCHESA LUISA SPINOLA;ALEE80609X;0061522001;;;;;;;;;;
AL000185;0061700002;AL;Comune;Tassarolo;006170;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Vicolo MADDALENA, 8;04. Comune;Si;PRI-;2;PRI;DI TASSAROLO;ALEE80602L;0061702001;;;;;;;;;;
AL000188;0061140008;AL;Comune;Novi Ligure;006114;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;Viale SAFFI, 51;04. Comune;Si;SEC 1-SEC 2-SEC 2-;3;SEC 1¯;A. DORIA;ALMM829017;0061143001;4;SEC 2;DI NOVI LIGURE;ALTD01701A;0061144018;4;SEC 2;G. BOCCARDO;ALRC017013;0061144004
AL000189;0061140014;AL;Comune;Novi Ligure;006114;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;Viale PINAN CICHERO, 44;04. Comune;Si;INF-PRI-;1;INF;ARCOBALENO;ALAA831013;0061141010;2;PRI;RODARI;ALEE829018;0061142008;;;;;
AL000190;0060120001;AL;Comune;Basaluzzo;006012;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Basaluzzo;VIA NUOVA, 1;04. Comune;Si;PRI-SEC 1-;2;PRI;G. MAZZINI;ALEE83004G;0060122001;3;SEC 1;DI BASALUZZO;ALMM83001B;0060123001;;;;;
AL000191;0060290001;AL;Comune;Capriata D`Orba;006029;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Brizzolesi, 1 - 9;04. Comune;Si;PRI-SEC 1-;2;PRI;CADUTI PER LA PATRIA;ALEE80601G;0060292001;3;SEC 1;GIOVANNI XXIII;ALMM80602G;0060293001;;;;;
AL000193;0061140010;AL;Comune;Novi Ligure;006114;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;Via ONETO, 54;04. Comune;Si;PRI-;2;PRI;VIA ONETO;ALEE83001C;0061142005;;;;;;;;;;
AL000194;0061140017;AL;Comune;Novi Ligure;006114;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;Via VERDI, 113;04. Comune;Si;PRI-;2;PRI;M. L.  ZUCCA;ALEE831029;0061142007;;;;;;;;;;
AL000195;0061380001;AL;Comune;Pozzolo Formigaro;006138;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Pozzolo Formigaro;Piazza Castello, 3;04. Comune;Si;PRI-;2;PRI;E. FERMI;ALEE831018;0061382001;;;;;;;;;;
AL000196;0061270002;AL;Comune;Pasturana;006127;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Pertini, 1;04. Comune;Si;INF-PRI-;1;INF;LA BACCHETTA MAGICA;ALAA83005B;0061271001;2;PRI;L. DA VINCI;ALEE83003E;0061272001;;;;;
AL000199;0061110001;AL;Comune;Mornese;006111;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo;Piazza G. Doria, 5;04. Comune;Si;PRI-SEC 1-;2;PRI;SAN GIOVANNI BOSCO;ALEE808039;0061112001;3;SEC 1;DI MORNESE;ALMM808027;0061113001;;;;;
AL000200;0061210008;AL;Comune;Ovada;006121;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Piazza Bausola, 3;04. Comune;Si;PRI-;2;PRI;PADRE ANDREA DAMILANO;ALEE82101N;0061212001;;;;;;;;;;
AL000201;0061620002;AL;Comune;Silvano D`Orba;006162;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Piazza Alcide De Gasperi, 6- 8 - 10;04. Comune;Si;INF-PRI-SEC 1-;1;INF;PALMINA ROBBIANO;ALAA808078;0061621001;2;PRI;G. MAMELI;ALEE80809G;0061622001;3;SEC 1;DI SILVANO D'ORBA;ALMM808049;0061623001
AL000202;0060490001;AL;Comune;Castelletto D`Orba;006049;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Piazza Guglielmo Marconi, 1;04. Comune;Si;PRI-SEC 1-;2;PRI;G. MARCONI;ALEE80806C;0060492001;3;SEC 1;MARCONI;ALMM808038;0060493001;;;;;
AL000204;0060950001;AL;Comune;Molare;006095;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;Via SANTUARIO - CAMPOROTONDO, 1;04. Comune;Si;INF-PRI-SEC 1-;1;INF;DI MOLARE;ALAA808023;0060951003;2;PRI;G. MARCONI;ALEE808028;0060952001;3;SEC 1;CAMPOROTONDO;ALMM808016;0060953001
AL000209;0060040001;AL;Comune;Alfiano Natta;006004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Stazione, 1;04. Comune;Si;PRI-;2;PRI;DI ALFIANO NATTA;ALEE811057;0060042001;;;;;;;;;;
AL000211;0061230001;AL;Comune;Ozzano Monferrato;006123;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;Via Raffaldi, 4;04. Comune;Si;PRI-SEC 1-;2;PRI;OZZANO MONFERRATO;ALEE82312T;0061232001;3;SEC 1;CARLO VIDUA;ALMM82303A;0061233001;;;;;
AL000212;0061490001;AL;Comune;Rosignano Monferrato;006149;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;Via Roma, 1;04. Comune;Si;PRI-;2;PRI;ROSIGNANO MONFERRATO;ALEE82309N;0061492002;;;;;;;;;;
AL000213;0061590002;AL;Comune;Serralunga Di Crea;006159;Utilizzato per uso scolastico;In compilazione;Unico;PALESTRA;SI;MADONNINA;LARGO DE GASPERI ALCIDE, 5;04. Comune;Si;PRI-;2;PRI;ALBERTO BRONDELLI DI BRONDELLO;ALEE82311R;0061592002;;;;;;;;;;
AL000214;0060960001;AL;Comune;Molino Dei Torti;006096;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Roma, 77;04. Comune;Si;PRI-;2;PRI;ALESSANDRO MANZONI;ALEE81903Q;0060962001;;;;;;;;;;
AL000215;0061510002;AL;Comune;Sale;006151;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Sale;Via Bellisomi, 58;04. Comune;Si;PRI-;2;PRI;C. GIACOMINI;ALEE81905T;0061512001;;;;;;;;;;
AL000217;0060420002;AL;Comune;Cassano Spinola;006042;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Viale stazione, 1;04. Comune;Si;PRI-SEC 1-;2;PRI;NICOLA MONTEMANNI;ALEE80702C;0060422001;3;SEC 1;D. ALIGHIERI;ALMM80702B;0060423001;;;;;
AL000218;0061600002;AL;Comune;Serravalle Scrivia;006160;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via San Rocco, 1;04. Comune;Si;PRI-SEC 1-;2;PRI;G. MARCONI;ALEE80701B;0061602001;3;SEC 1;MARTIRI BENEDICTA;ALMM80701A;0061603001;;;;;
AL000219;0061670001;AL;Comune;Stazzano;006167;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;PIAZZA RISORGIMENTO, 38384;04. Comune;Si;PRI-;2;PRI;A. FERRARI;ALEE80703D;0061672001;;;;;;;;;;
AL000220;0061800001;AL;Comune;Vignole Borbera;006180;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;Viale TORINO, 7;04. Comune;Si;PRI-SEC 1-;2;PRI;CAMILLO CAVOUR;ALEE81305V;0061802001;3;SEC 1;UGO FOSCOLO;ALMM81303Q;0061803001;;;;;
AL000221;0060170002;AL;Comune;Bistagno;006017;Utilizzato per uso scolastico;In Modifica;No;DIDATTICA;SI;CAPOLUOGO;VIA VIII MARZO, 15;04. Comune;Si;PRI-;2;PRI;G. MONTEVERDE;ALEE810017;0060172001;;;;;;;;;;
AL000225;0061650001;AL;Comune;Spigno Monferrato;006165;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Piazza IV Novembre, 1;04. Comune;Si;PRI-;2;PRI;GENERALE PAOLO SPINGARDI;ALEE81004A;0061652001;;;;;;;;;;
AL000226;0060300001;AL;Comune;Carbonara Scrivia;006030;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo;Piazza Mons. Goggi, 1;04. Comune;Si;PRI-;2;PRI;D. CARBONE;ALEE83402R;0060302001;;;;;;;;;;
AL000227;0061740011;AL;Comune;Tortona;006174;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Corso Romita, 18;04. Comune;Si;PRI-;2;PRI;TORTONA A;ALEE83403T;0061742001;;;;;;;;;;
AL000228;0061740013;AL;Comune;Tortona;006174;Utilizzato per uso scolastico;Validato;Sç;DIDATTICA;SI;capoluogo;Viale Kennedy, 14;04. Comune;Si;PRI-;2;PRI;SALVO D'ACQUISTO;ALEE83503N;0061742006;;;;;;;;;;
AL000229;0061830001;AL;Comune;Villalvernia;006183;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;VILLALVERNIA;PIAZZA UMBERTO I, 12;04. Comune;Si;PRI-;2;PRI;FELICE  BOGLIOLO;ALEE83501G;0061832001;;;;;;;;;;
AL000230;0060060003;AL;Comune;Alluvioni Cambio`;006006;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Grava;Via Bellingeri, 44-46;04. Comune;Si;PRI-;2;PRI;FRANCESCO MENSI;ALEE81902P;0060062002;;;;;;;;;;
AL000231;0060870002;AL;Comune;Isola Sant`Antonio;006087;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Piazza Garibaldi, 1;04. Comune;Si;PRI-;2;PRI;EDMONDO DE AMICIS;ALEE81904R;0060872001;;;;;;;;;;
AL000232;0061580002;AL;Comune;Sarezzano;006158;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Piazza Marconi, 4;04. Comune;Si;PRI-;2;PRI;E. DE AMICIS;ALEE83502L;0061582001;;;;;;;;;;
AL000233;0061320001;AL;Comune;Pontecurone;006132;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via ROMA, 65;04. Comune;Si;INF-PRI-SEC 1-;1;INF;OTTAGGI FORNAJA;ALAA81906N;0061321002;2;PRI;E. DE AMICIS;ALEE81906V;0061322001;3;SEC 1;ZANARDI - BONFIGLIO;ALMM81903P;0061323001
AL000234;0061740012;AL;Comune;Tortona;006174;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIALE EINAUDI LUIGI, 10;04. Comune;Si;PRI-;2;PRI;G. RODARI;ALEE83404V;0061742008;;;;;;;;;;
AL000235;0061540002;AL;Comune;San Salvatore Monferrato;006154;Utilizzato per uso scolastico;Validato;No;DIDATTICA;SI;Capoluogo;Via Cavalli, 23;04. Comune;Si;INF-PRI-;1;INF;U. OLLEARO;ALAA03608E;0061541002;2;PRI;U. OLLEARO;ALEE03601C;0061542001;;;;;
AL000236;0061770013;AL;Comune;Valenza;006177;Utilizzato per uso scolastico;Validato;No;PALESTRA;SI;Valenza;VIA DEMICHELIS PAOLO, 1;04. Comune;Si;PRI-;2;PRI;SETTE FRATELLI CERVI;ALEE03704B;0061772006;;;;;;;;;;
AL000237;0060130002;AL;Comune;Bassignana;006013;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;bassignana;VIA CAVOUR, 10;04. Comune;Si;PRI-;2;PRI;P. DE MARZIANI;ALEE037018;0060132001;;;;;;;;;;
AL000238;0061280001;AL;Comune;Pecetto Di Valenza;006128;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;VIA GHILINI, 4;04. Comune;Si;PRI-;2;PRI;C. ORSINI;ALEE03703A;0061282001;;;;;;;;;;
AL000239;0061770010;AL;Comune;Valenza;006177;Utilizzato per uso scolastico;Validato;Sç;DIDATTICA;SI;Valenza;VIA DEMICHELIS PAOLO, 2;04. Comune;Si;PRI-;2;PRI;SETTE FRATELLI CERVI;ALEE03704B;0061772006;;;;;;;;;;
AL000241;0060610001;AL;Comune;Conzano;006061;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;San Maurizio;via Garoglio Ugo, 40;04. Comune;Si;INF-PRI-;1;INF;ENRICHETTA GALLEANI VIDUA;ALAA82208G;0060611001;2;PRI;DON UGO GAROGLIO;ALEE82207Q;0060612003;;;;;
AL000242;0060720001;AL;Comune;Frassinello Monferrato;006072;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;Piazza Assunta, 2;04. Comune;Si;PRI-;2;PRI;E. e D. BUSCAGLINO;ALEE82305D;0060722001;;;;;;;;;;
AL000243;0060820002;AL;Comune;Giarole;006082;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;VIA PASQUARELLI ORESTE, 2;04. Comune;Si;INF-;1;INF;DI GIAROLE;ALAA82205C;0060821002;;;;;;;;;;
AL000244;0061150001;AL;Comune;Occimiano;006115;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Sommeiller, 28;04. Comune;Si;PRI-;2;PRI;TEN. CAVALLI E CADUTI PER PATRIA;ALEE82205N;0061152001;;;;;;;;;;
AL000245;0060940001;AL;Comune;Mirabello Monferrato;006094;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;Via Mario Talice, 2;04. Comune;Si;PRI-;2;PRI;TENENTE VINCENZO ACUTO;ALEE82206P;0060942001;;;;;;;;;;
